defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Year,Month,Month_Name,Quarter,Week,Day_of_Week,Severity_Rank,Cost_Range,Is_Critical,Cumulative_Cost_per_Product
205,17,Structural,2024-05-28,Component,Critical,Automated Testing,824.37,2024,5,May,Q2,22,Tuesday,3,$751-1000,1,3372.5
206,59,Functional,2024-05-29,Surface,Minor,Manual Testing,303.59,2024,5,May,Q2,22,Wednesday,1,$251-500,0,303.59
207,69,Functional,2024-04-22,Internal,Critical,Automated Testing,793.3,2024,4,April,Q2,17,Monday,3,$751-1000,1,3301.16
208,22,Functional,2024-01-31,Surface,Critical,Manual Testing,929.05,2024,1,January,Q1,5,Wednesday,3,$751-1000,1,1504.02
209,76,Functional,2024-05-20,Internal,Moderate,Manual Testing,473.36,2024,5,May,Q2,21,Monday,2,$251-500,0,955.06
210,59,Functional,2024-01-25,Surface,Minor,Automated Testing,478.17,2024,1,January,Q1,4,Thursday,1,$251-500,0,781.76
211,61,Structural,2024-03-12,Component,Critical,Manual Testing,430.49,2024,3,March,Q1,11,Tuesday,3,$251-500,1,1579.73
212,69,Functional,2024-05-07,Surface,Moderate,Automated Testing,460.93,2024,5,May,Q2,19,Tuesday,2,$251-500,0,3762.09
213,75,Cosmetic,2024-01-30,Internal,Moderate,Visual Inspection,917.3,2024,1,January,Q1,5,Tuesday,2,$751-1000,0,2460.05
214,42,Structural,2024-01-02,Surface,Minor,Manual Testing,520.21,2024,1,January,Q1,1,Tuesday,1,$501-750,0,1113.08
215,38,Functional,2024-01-07,Internal,Critical,Manual Testing,575.58,2024,1,January,Q1,1,Sunday,3,$501-750,1,575.58
216,5,Structural,2024-01-13,Internal,Moderate,Visual Inspection,296.41,2024,1,January,Q1,2,Saturday,2,$251-500,0,596.6800000000001
217,10,Cosmetic,2024-05-28,Surface,Critical,Automated Testing,622.98,2024,5,May,Q2,22,Tuesday,3,$501-750,1,3594.62
218,21,Functional,2024-05-10,Internal,Critical,Visual Inspection,484.08,2024,5,May,Q2,19,Friday,3,$251-500,1,1025.0
219,92,Cosmetic,2024-04-26,Component,Critical,Manual Testing,479.31,2024,4,April,Q2,17,Friday,3,$251-500,1,1945.6299999999999
220,29,Functional,2024-04-05,Surface,Minor,Manual Testing,624.22,2024,4,April,Q2,14,Friday,1,$501-750,0,1042.57
221,49,Functional,2024-06-11,Component,Critical,Manual Testing,777.18,2024,6,June,Q2,24,Tuesday,3,$751-1000,1,1843.63
222,28,Functional,2024-02-12,Component,Critical,Automated Testing,842.93,2024,2,February,Q1,7,Monday,3,$751-1000,1,3314.59
223,87,Cosmetic,2024-01-26,Surface,Critical,Manual Testing,974.99,2024,1,January,Q1,4,Friday,3,$751-1000,1,2918.5699999999997
224,51,Functional,2024-04-24,Component,Critical,Manual Testing,989.81,2024,4,April,Q2,17,Wednesday,3,$751-1000,1,2839.06
225,64,Structural,2024-04-23,Component,Moderate,Visual Inspection,484.04,2024,4,April,Q2,17,Tuesday,2,$251-500,0,2944.73
226,77,Cosmetic,2024-06-04,Internal,Minor,Automated Testing,38.39,2024,6,June,Q2,23,Tuesday,1,$0-250,0,700.1899999999999
227,23,Functional,2024-06-23,Surface,Minor,Visual Inspection,334.53,2024,6,June,Q2,25,Sunday,1,$251-500,0,334.53
228,89,Functional,2024-02-04,Component,Moderate,Manual Testing,580.74,2024,2,February,Q1,5,Sunday,2,$501-750,0,580.74
229,30,Functional,2024-03-24,Surface,Critical,Manual Testing,638.28,2024,3,March,Q1,12,Sunday,3,$501-750,1,2636.23
230,88,Structural,2024-01-28,Component,Minor,Manual Testing,727.86,2024,1,January,Q1,4,Sunday,1,$501-750,0,727.86
231,47,Structural,2024-03-11,Internal,Moderate,Manual Testing,117.74,2024,3,March,Q1,11,Monday,2,$0-250,0,117.74
232,74,Functional,2024-05-25,Component,Critical,Automated Testing,891.94,2024,5,May,Q2,21,Saturday,3,$751-1000,1,2636.7400000000002
233,53,Structural,2024-03-17,Surface,Minor,Visual Inspection,440.58,2024,3,March,Q1,11,Sunday,1,$251-500,0,1365.77
234,39,Structural,2024-02-17,Internal,Minor,Automated Testing,310.96,2024,2,February,Q1,7,Saturday,1,$251-500,0,1286.4
235,4,Cosmetic,2024-01-28,Internal,Critical,Manual Testing,430.74,2024,1,January,Q1,4,Sunday,3,$251-500,1,1459.23
236,29,Cosmetic,2024-05-05,Surface,Minor,Automated Testing,47.99,2024,5,May,Q2,18,Sunday,1,$0-250,0,1090.56
237,31,Cosmetic,2024-06-30,Component,Moderate,Visual Inspection,728.13,2024,6,June,Q2,26,Sunday,2,$501-750,0,1500.0900000000001
238,75,Structural,2024-02-06,Component,Critical,Visual Inspection,890.35,2024,2,February,Q1,6,Tuesday,3,$751-1000,1,3350.4
239,88,Functional,2024-03-12,Surface,Minor,Manual Testing,356.55,2024,3,March,Q1,11,Tuesday,1,$251-500,0,1084.41
240,14,Structural,2024-05-04,Internal,Moderate,Visual Inspection,271.51,2024,5,May,Q2,18,Saturday,2,$251-500,0,3325.34
241,80,Structural,2024-03-19,Surface,Minor,Manual Testing,288.31,2024,3,March,Q1,12,Tuesday,1,$251-500,0,1022.9200000000001
242,13,Functional,2024-02-08,Component,Critical,Automated Testing,663.49,2024,2,February,Q1,6,Thursday,3,$501-750,1,2526.46
243,5,Functional,2024-06-18,Internal,Moderate,Manual Testing,711.77,2024,6,June,Q2,25,Tuesday,2,$501-750,0,1308.45
244,67,Structural,2024-06-04,Surface,Moderate,Visual Inspection,822.12,2024,6,June,Q2,23,Tuesday,2,$751-1000,0,3915.61
245,35,Cosmetic,2024-05-27,Component,Critical,Visual Inspection,889.52,2024,5,May,Q2,22,Monday,3,$751-1000,1,1359.87
246,81,Structural,2024-03-30,Surface,Minor,Automated Testing,471.55,2024,3,March,Q1,13,Saturday,1,$251-500,0,1121.79
247,24,Cosmetic,2024-04-22,Internal,Critical,Automated Testing,136.69,2024,4,April,Q2,17,Monday,3,$0-250,1,593.49
248,65,Structural,2024-03-27,Component,Minor,Automated Testing,148.61,2024,3,March,Q1,13,Wednesday,1,$0-250,0,534.78
249,13,Structural,2024-05-16,Surface,Moderate,Manual Testing,768.39,2024,5,May,Q2,20,Thursday,2,$751-1000,0,3294.85
250,65,Cosmetic,2024-06-07,Component,Moderate,Manual Testing,545.52,2024,6,June,Q2,23,Friday,2,$501-750,0,1080.3
251,33,Structural,2024-01-29,Component,Moderate,Automated Testing,978.58,2024,1,January,Q1,5,Monday,2,$751-1000,0,2173.61
252,92,Cosmetic,2024-05-16,Internal,Critical,Visual Inspection,62.59,2024,5,May,Q2,20,Thursday,3,$0-250,1,2008.22
253,25,Functional,2024-05-01,Component,Minor,Automated Testing,146.53,2024,5,May,Q2,18,Wednesday,1,$0-250,0,913.89
254,33,Functional,2024-05-02,Surface,Minor,Automated Testing,168.3,2024,5,May,Q2,18,Thursday,1,$0-250,0,2341.91
255,63,Cosmetic,2024-01-02,Internal,Critical,Manual Testing,225.2,2024,1,January,Q1,1,Tuesday,3,$0-250,1,2298.43
256,23,Structural,2024-06-18,Surface,Minor,Manual Testing,875.37,2024,6,June,Q2,25,Tuesday,1,$751-1000,0,1209.9
257,47,Structural,2024-06-03,Surface,Minor,Manual Testing,772.77,2024,6,June,Q2,23,Monday,1,$751-1000,0,890.51
258,78,Structural,2024-05-07,Component,Minor,Automated Testing,617.12,2024,5,May,Q2,19,Tuesday,1,$501-750,0,1246.5
259,74,Functional,2024-03-20,Surface,Moderate,Manual Testing,900.61,2024,3,March,Q1,12,Wednesday,2,$751-1000,0,3537.3500000000004
260,70,Structural,2024-03-03,Surface,Minor,Manual Testing,159.25,2024,3,March,Q1,9,Sunday,1,$0-250,0,1608.92
261,59,Functional,2024-03-02,Internal,Minor,Manual Testing,16.62,2024,3,March,Q1,9,Saturday,1,$0-250,0,798.38
262,77,Functional,2024-02-25,Surface,Minor,Automated Testing,906.96,2024,2,February,Q1,8,Sunday,1,$751-1000,0,1607.15
263,96,Functional,2024-05-03,Internal,Minor,Manual Testing,446.61,2024,5,May,Q2,18,Friday,1,$251-500,0,1700.5700000000002
264,39,Structural,2024-01-29,Surface,Minor,Manual Testing,406.06,2024,1,January,Q1,5,Monday,1,$251-500,0,1692.46
265,54,Structural,2024-06-08,Component,Minor,Automated Testing,286.25,2024,6,June,Q2,23,Saturday,1,$251-500,0,286.25
266,74,Structural,2024-06-22,Surface,Critical,Manual Testing,319.6,2024,6,June,Q2,25,Saturday,3,$251-500,1,3856.9500000000003
267,57,Functional,2024-06-04,Surface,Moderate,Manual Testing,798.16,2024,6,June,Q2,23,Tuesday,2,$751-1000,0,798.16
268,48,Functional,2024-01-05,Component,Critical,Manual Testing,674.23,2024,1,January,Q1,1,Friday,3,$501-750,1,1630.1399999999999
269,99,Cosmetic,2024-03-09,Component,Minor,Manual Testing,940.48,2024,3,March,Q1,10,Saturday,1,$751-1000,0,2608.66
270,71,Functional,2024-04-05,Internal,Critical,Visual Inspection,42.63,2024,4,April,Q2,14,Friday,3,$0-250,1,229.66
271,37,Cosmetic,2024-06-26,Surface,Critical,Automated Testing,433.02,2024,6,June,Q2,26,Wednesday,3,$251-500,1,433.02
272,65,Structural,2024-04-09,Internal,Minor,Manual Testing,606.91,2024,4,April,Q2,15,Tuesday,1,$501-750,0,1687.21
273,94,Structural,2024-06-15,Surface,Moderate,Automated Testing,129.41,2024,6,June,Q2,24,Saturday,2,$0-250,0,129.41
274,83,Cosmetic,2024-02-05,Surface,Critical,Manual Testing,444.1,2024,2,February,Q1,6,Monday,3,$251-500,1,942.57
275,71,Functional,2024-05-29,Surface,Moderate,Manual Testing,634.26,2024,5,May,Q2,22,Wednesday,2,$501-750,0,863.92
276,46,Cosmetic,2024-01-13,Surface,Moderate,Manual Testing,672.89,2024,1,January,Q1,2,Saturday,2,$501-750,0,672.89
277,56,Functional,2024-05-22,Internal,Minor,Visual Inspection,557.67,2024,5,May,Q2,21,Wednesday,1,$501-750,0,3049.45
278,34,Functional,2024-06-22,Internal,Minor,Manual Testing,272.53,2024,6,June,Q2,25,Saturday,1,$251-500,0,552.56
279,19,Structural,2024-02-17,Internal,Minor,Visual Inspection,503.24,2024,2,February,Q1,7,Saturday,1,$501-750,0,503.24
280,27,Functional,2024-04-23,Surface,Critical,Visual Inspection,611.37,2024,4,April,Q2,17,Tuesday,3,$501-750,1,1784.89
281,69,Cosmetic,2024-01-24,Surface,Minor,Visual Inspection,501.54,2024,1,January,Q1,4,Wednesday,1,$501-750,0,4263.63
282,90,Structural,2024-05-20,Surface,Minor,Manual Testing,290.23,2024,5,May,Q2,21,Monday,1,$251-500,0,355.79
283,63,Cosmetic,2024-01-30,Internal,Moderate,Manual Testing,195.84,2024,1,January,Q1,5,Tuesday,2,$0-250,0,2494.27
284,86,Structural,2024-04-09,Internal,Moderate,Visual Inspection,88.05,2024,4,April,Q2,15,Tuesday,2,$0-250,0,2211.91
285,82,Structural,2024-05-17,Surface,Critical,Manual Testing,97.99,2024,5,May,Q2,20,Friday,3,$0-250,1,355.32
286,65,Structural,2024-06-19,Internal,Critical,Visual Inspection,349.24,2024,6,June,Q2,25,Wednesday,3,$251-500,1,2036.4499999999998
287,14,Structural,2024-01-31,Internal,Critical,Manual Testing,421.51,2024,1,January,Q1,5,Wednesday,3,$251-500,1,3746.85
288,48,Structural,2024-05-26,Internal,Critical,Manual Testing,422.77,2024,5,May,Q2,21,Sunday,3,$251-500,1,2052.91
289,61,Structural,2024-02-07,Internal,Minor,Automated Testing,925.03,2024,2,February,Q1,6,Wednesday,1,$751-1000,0,2504.76
290,35,Structural,2024-02-27,Internal,Minor,Automated Testing,319.58,2024,2,February,Q1,9,Tuesday,1,$251-500,0,1679.45
291,67,Functional,2024-04-22,Surface,Moderate,Automated Testing,556.42,2024,4,April,Q2,17,Monday,2,$501-750,0,4472.03
292,16,Structural,2024-02-04,Surface,Minor,Automated Testing,818.54,2024,2,February,Q1,5,Sunday,1,$751-1000,0,818.54
293,44,Structural,2024-01-02,Internal,Moderate,Automated Testing,320.62,2024,1,January,Q1,1,Tuesday,2,$251-500,0,1234.37
294,80,Cosmetic,2024-03-31,Internal,Moderate,Manual Testing,178.82,2024,3,March,Q1,13,Sunday,2,$0-250,0,1201.74
295,83,Structural,2024-02-29,Surface,Critical,Manual Testing,237.65,2024,2,February,Q1,9,Thursday,3,$0-250,1,1180.22
296,93,Structural,2024-03-14,Component,Moderate,Manual Testing,658.16,2024,3,March,Q1,11,Thursday,2,$501-750,0,944.4399999999999
297,43,Structural,2024-01-23,Surface,Minor,Visual Inspection,326.58,2024,1,January,Q1,4,Tuesday,1,$251-500,0,1705.8
298,87,Cosmetic,2024-02-14,Surface,Minor,Manual Testing,301.61,2024,2,February,Q1,7,Wednesday,1,$251-500,0,3220.18
299,56,Cosmetic,2024-05-26,Surface,Minor,Visual Inspection,357.56,2024,5,May,Q2,21,Sunday,1,$251-500,0,3407.0099999999998
300,3,Functional,2024-04-26,Internal,Critical,Manual Testing,358.21,2024,4,April,Q2,17,Friday,3,$251-500,1,458.03
301,22,Structural,2024-05-03,Surface,Moderate,Manual Testing,89.91,2024,5,May,Q2,18,Friday,2,$0-250,0,1593.93
302,85,Cosmetic,2024-05-06,Internal,Minor,Automated Testing,18.42,2024,5,May,Q2,19,Monday,1,$0-250,0,52.1
303,80,Functional,2024-04-25,Component,Moderate,Visual Inspection,294.31,2024,4,April,Q2,17,Thursday,2,$251-500,0,1496.05
304,17,Functional,2024-04-24,Internal,Minor,Visual Inspection,865.96,2024,4,April,Q2,17,Wednesday,1,$751-1000,0,4238.46
305,35,Cosmetic,2024-06-12,Component,Minor,Visual Inspection,578.28,2024,6,June,Q2,24,Wednesday,1,$501-750,0,2257.73
306,39,Structural,2024-02-13,Surface,Critical,Visual Inspection,495.87,2024,2,February,Q1,7,Tuesday,3,$251-500,1,2188.33
307,30,Functional,2024-06-19,Component,Minor,Visual Inspection,728.39,2024,6,June,Q2,25,Wednesday,1,$501-750,0,3364.62
308,47,Cosmetic,2024-01-08,Component,Minor,Manual Testing,949.72,2024,1,January,Q1,2,Monday,1,$751-1000,0,1840.23
309,24,Structural,2024-03-23,Component,Moderate,Manual Testing,56.12,2024,3,March,Q1,12,Saturday,2,$0-250,0,649.61
310,76,Structural,2024-05-26,Component,Moderate,Automated Testing,56.35,2024,5,May,Q2,21,Sunday,2,$0-250,0,1011.41
311,38,Structural,2024-04-08,Internal,Minor,Manual Testing,651.35,2024,4,April,Q2,15,Monday,1,$501-750,0,1226.93
312,47,Cosmetic,2024-02-23,Component,Minor,Manual Testing,471.27,2024,2,February,Q1,8,Friday,1,$251-500,0,2311.5
313,82,Cosmetic,2024-05-29,Surface,Moderate,Visual Inspection,732.6,2024,5,May,Q2,22,Wednesday,2,$501-750,0,1087.92
314,36,Cosmetic,2024-02-19,Component,Minor,Automated Testing,865.3,2024,2,February,Q1,8,Monday,1,$751-1000,0,2738.7799999999997
315,40,Functional,2024-01-15,Internal,Minor,Automated Testing,49.2,2024,1,January,Q1,3,Monday,1,$0-250,0,49.2
316,28,Cosmetic,2024-06-09,Surface,Critical,Manual Testing,567.72,2024,6,June,Q2,23,Sunday,3,$501-750,1,3882.31
317,31,Cosmetic,2024-01-09,Surface,Moderate,Visual Inspection,490.53,2024,1,January,Q1,2,Tuesday,2,$251-500,0,1990.62
318,34,Functional,2024-03-03,Component,Minor,Manual Testing,11.38,2024,3,March,Q1,9,Sunday,1,$0-250,0,563.9399999999999
319,56,Functional,2024-02-23,Component,Moderate,Visual Inspection,409.72,2024,2,February,Q1,8,Friday,2,$251-500,0,3816.73
320,45,Functional,2024-01-05,Component,Minor,Visual Inspection,515.07,2024,1,January,Q1,1,Friday,1,$501-750,0,2217.6800000000003
321,32,Structural,2024-06-06,Component,Moderate,Visual Inspection,42.44,2024,6,June,Q2,23,Thursday,2,$0-250,0,42.44
322,54,Functional,2024-05-30,Internal,Critical,Automated Testing,883.58,2024,5,May,Q2,22,Thursday,3,$751-1000,1,1169.83
323,44,Structural,2024-06-08,Internal,Minor,Automated Testing,624.98,2024,6,June,Q2,23,Saturday,1,$501-750,0,1859.35
324,97,Functional,2024-04-06,Component,Minor,Manual Testing,195.74,2024,4,April,Q2,14,Saturday,1,$0-250,0,603.62
325,15,Functional,2024-04-15,Internal,Moderate,Manual Testing,241.22,2024,4,April,Q2,16,Monday,2,$0-250,0,1709.43
326,97,Cosmetic,2024-04-29,Component,Minor,Manual Testing,441.18,2024,4,April,Q2,18,Monday,1,$251-500,0,1044.8
327,17,Structural,2024-04-01,Component,Critical,Manual Testing,274.09,2024,4,April,Q2,14,Monday,3,$251-500,1,4512.55
328,91,Functional,2024-06-08,Surface,Moderate,Visual Inspection,268.52,2024,6,June,Q2,23,Saturday,2,$251-500,0,1185.12
329,92,Structural,2024-01-02,Component,Critical,Automated Testing,170.44,2024,1,January,Q1,1,Tuesday,3,$0-250,1,2178.66
330,72,Functional,2024-03-01,Component,Moderate,Automated Testing,386.43,2024,3,March,Q1,9,Friday,2,$251-500,0,2958.4100000000003
331,74,Functional,2024-03-01,Surface,Minor,Manual Testing,970.98,2024,3,March,Q1,9,Friday,1,$751-1000,0,4827.93
332,7,Functional,2024-05-16,Component,Minor,Automated Testing,751.73,2024,5,May,Q2,20,Thursday,1,$751-1000,0,1089.83
333,24,Functional,2024-04-22,Component,Minor,Automated Testing,285.85,2024,4,April,Q2,17,Monday,1,$251-500,0,935.46
334,10,Structural,2024-03-15,Internal,Critical,Manual Testing,478.75,2024,3,March,Q1,11,Friday,3,$251-500,1,4073.37
335,26,Cosmetic,2024-02-29,Surface,Minor,Automated Testing,884.79,2024,2,February,Q1,9,Thursday,1,$751-1000,0,884.79
336,92,Cosmetic,2024-04-13,Surface,Moderate,Automated Testing,44.73,2024,4,April,Q2,15,Saturday,2,$0-250,0,2223.39
337,68,Cosmetic,2024-05-24,Component,Minor,Automated Testing,952.79,2024,5,May,Q2,21,Friday,1,$751-1000,0,2818.51
338,31,Cosmetic,2024-01-03,Component,Moderate,Manual Testing,959.59,2024,1,January,Q1,1,Wednesday,2,$751-1000,0,2950.21
339,41,Structural,2024-02-15,Component,Moderate,Visual Inspection,312.25,2024,2,February,Q1,7,Thursday,2,$251-500,0,1059.4299999999998
340,95,Cosmetic,2024-06-23,Component,Minor,Visual Inspection,658.47,2024,6,June,Q2,25,Sunday,1,$501-750,0,1490.1
341,17,Functional,2024-05-03,Surface,Minor,Manual Testing,243.25,2024,5,May,Q2,18,Friday,1,$0-250,0,4755.8
342,4,Cosmetic,2024-05-24,Internal,Moderate,Automated Testing,199.65,2024,5,May,Q2,21,Friday,2,$0-250,0,1658.8799999999999
343,96,Functional,2024-01-30,Component,Minor,Visual Inspection,471.43,2024,1,January,Q1,5,Tuesday,1,$251-500,0,2172.0
344,81,Functional,2024-02-06,Component,Moderate,Visual Inspection,756.85,2024,2,February,Q1,6,Tuesday,2,$751-1000,0,1878.64
345,61,Structural,2024-05-31,Internal,Critical,Visual Inspection,369.06,2024,5,May,Q2,22,Friday,3,$251-500,1,2873.82
346,97,Cosmetic,2024-06-14,Surface,Minor,Manual Testing,326.19,2024,6,June,Q2,24,Friday,1,$251-500,0,1370.99
347,90,Functional,2024-05-19,Component,Minor,Visual Inspection,22.07,2024,5,May,Q2,20,Sunday,1,$0-250,0,377.86
348,29,Cosmetic,2024-04-18,Component,Critical,Visual Inspection,825.33,2024,4,April,Q2,16,Thursday,3,$751-1000,1,1915.8899999999999
349,45,Cosmetic,2024-01-20,Surface,Minor,Automated Testing,697.77,2024,1,January,Q1,3,Saturday,1,$501-750,0,2915.45
350,33,Structural,2024-05-18,Component,Moderate,Visual Inspection,417.1,2024,5,May,Q2,20,Saturday,2,$251-500,0,2759.01
351,44,Cosmetic,2024-06-07,Surface,Minor,Visual Inspection,74.81,2024,6,June,Q2,23,Friday,1,$0-250,0,1934.16
352,30,Functional,2024-02-24,Surface,Minor,Visual Inspection,104.54,2024,2,February,Q1,8,Saturday,1,$0-250,0,3469.16
353,29,Functional,2024-06-14,Component,Critical,Manual Testing,480.07,2024,6,June,Q2,24,Friday,3,$251-500,1,2395.96
354,26,Structural,2024-03-13,Surface,Minor,Manual Testing,842.37,2024,3,March,Q1,11,Wednesday,1,$751-1000,0,1727.1599999999999
355,18,Cosmetic,2024-03-12,Internal,Critical,Manual Testing,422.03,2024,3,March,Q1,11,Tuesday,3,$251-500,1,487.26
356,9,Functional,2024-02-03,Internal,Critical,Visual Inspection,161.41,2024,2,February,Q1,5,Saturday,3,$0-250,1,2460.9
357,50,Cosmetic,2024-02-08,Component,Critical,Visual Inspection,361.26,2024,2,February,Q1,6,Thursday,3,$251-500,1,361.26
358,71,Cosmetic,2024-05-17,Surface,Critical,Automated Testing,999.25,2024,5,May,Q2,20,Friday,3,$751-1000,1,1863.17
359,27,Functional,2024-02-17,Internal,Critical,Automated Testing,495.53,2024,2,February,Q1,7,Saturday,3,$251-500,1,2280.42
360,82,Functional,2024-06-02,Internal,Moderate,Visual Inspection,40.89,2024,6,June,Q2,22,Sunday,2,$0-250,0,1128.81
361,19,Functional,2024-06-07,Component,Moderate,Manual Testing,444.31,2024,6,June,Q2,23,Friday,2,$251-500,0,947.55
362,45,Structural,2024-06-20,Surface,Minor,Manual Testing,739.69,2024,6,June,Q2,25,Thursday,1,$501-750,0,3655.1400000000003
363,12,Structural,2024-06-20,Internal,Minor,Visual Inspection,577.64,2024,6,June,Q2,25,Thursday,1,$501-750,0,843.27
364,54,Functional,2024-03-21,Component,Minor,Visual Inspection,230.65,2024,3,March,Q1,12,Thursday,1,$0-250,0,1400.48
365,40,Structural,2024-04-10,Component,Minor,Manual Testing,692.1,2024,4,April,Q2,15,Wednesday,1,$501-750,0,741.3000000000001
366,95,Functional,2024-04-04,Internal,Critical,Visual Inspection,378.29,2024,4,April,Q2,14,Thursday,3,$251-500,1,1868.39
367,21,Functional,2024-01-23,Internal,Moderate,Visual Inspection,584.9,2024,1,January,Q1,4,Tuesday,2,$501-750,0,1609.8999999999999
368,35,Functional,2024-03-01,Internal,Moderate,Visual Inspection,39.01,2024,3,March,Q1,9,Friday,2,$0-250,0,2296.7400000000002
369,47,Functional,2024-01-26,Internal,Critical,Visual Inspection,899.07,2024,1,January,Q1,4,Friday,3,$751-1000,1,3210.57
370,93,Structural,2024-01-27,Internal,Minor,Visual Inspection,96.04,2024,1,January,Q1,4,Saturday,1,$0-250,0,1040.48
371,74,Structural,2024-01-02,Internal,Moderate,Visual Inspection,269.99,2024,1,January,Q1,1,Tuesday,2,$251-500,0,5097.92
372,76,Cosmetic,2024-05-14,Surface,Minor,Visual Inspection,996.49,2024,5,May,Q2,20,Tuesday,1,$751-1000,0,2007.9
373,92,Functional,2024-01-11,Surface,Moderate,Manual Testing,573.22,2024,1,January,Q1,2,Thursday,2,$501-750,0,2796.61
374,5,Structural,2024-06-13,Internal,Moderate,Visual Inspection,694.03,2024,6,June,Q2,24,Thursday,2,$501-750,0,2002.48
375,48,Functional,2024-05-10,Internal,Minor,Visual Inspection,963.03,2024,5,May,Q2,19,Friday,1,$751-1000,0,3015.94
376,54,Functional,2024-01-10,Component,Moderate,Manual Testing,118.46,2024,1,January,Q1,2,Wednesday,2,$0-250,0,1518.94
377,97,Structural,2024-01-16,Component,Moderate,Automated Testing,773.47,2024,1,January,Q1,3,Tuesday,2,$751-1000,0,2144.46
378,41,Structural,2024-06-12,Surface,Minor,Visual Inspection,180.86,2024,6,June,Q2,24,Wednesday,1,$0-250,0,1240.29
379,34,Cosmetic,2024-04-05,Surface,Minor,Manual Testing,18.61,2024,4,April,Q2,14,Friday,1,$0-250,0,582.55
380,25,Cosmetic,2024-04-10,Component,Critical,Manual Testing,176.96,2024,4,April,Q2,15,Wednesday,3,$0-250,1,1090.85
381,27,Cosmetic,2024-01-07,Surface,Moderate,Visual Inspection,32.44,2024,1,January,Q1,1,Sunday,2,$0-250,0,2312.86
382,74,Cosmetic,2024-02-12,Component,Minor,Manual Testing,351.27,2024,2,February,Q1,7,Monday,1,$251-500,0,5449.1900000000005
383,51,Functional,2024-01-05,Component,Critical,Visual Inspection,303.16,2024,1,January,Q1,1,Friday,3,$251-500,1,3142.22
384,98,Cosmetic,2024-05-05,Internal,Critical,Automated Testing,404.15,2024,5,May,Q2,18,Sunday,3,$251-500,1,1416.31
385,83,Structural,2024-01-10,Internal,Moderate,Automated Testing,800.76,2024,1,January,Q1,2,Wednesday,2,$751-1000,0,1980.98
386,60,Structural,2024-01-29,Surface,Moderate,Visual Inspection,321.45,2024,1,January,Q1,5,Monday,2,$251-500,0,1734.8799999999999
387,84,Functional,2024-02-14,Surface,Critical,Manual Testing,510.38,2024,2,February,Q1,7,Wednesday,3,$501-750,1,2130.0699999999997
388,32,Structural,2024-02-17,Internal,Minor,Automated Testing,883.92,2024,2,February,Q1,7,Saturday,1,$751-1000,0,926.3599999999999
389,49,Structural,2024-04-16,Internal,Minor,Automated Testing,918.87,2024,4,April,Q2,16,Tuesday,1,$751-1000,0,2762.5
390,1,Structural,2024-05-19,Surface,Critical,Automated Testing,564.46,2024,5,May,Q2,20,Sunday,3,$501-750,1,2073.65
391,7,Functional,2024-06-03,Internal,Minor,Visual Inspection,889.4,2024,6,June,Q2,23,Monday,1,$751-1000,0,1979.23
392,81,Functional,2024-02-25,Component,Critical,Automated Testing,197.87,2024,2,February,Q1,8,Sunday,3,$0-250,1,2076.51
393,24,Cosmetic,2024-06-09,Surface,Critical,Visual Inspection,786.6,2024,6,June,Q2,23,Sunday,3,$751-1000,1,1722.06
394,37,Functional,2024-05-04,Internal,Moderate,Manual Testing,740.36,2024,5,May,Q2,18,Saturday,2,$501-750,0,1173.38
395,81,Functional,2024-03-05,Surface,Critical,Automated Testing,667.24,2024,3,March,Q1,10,Tuesday,3,$501-750,1,2743.75
396,84,Cosmetic,2024-01-09,Surface,Critical,Visual Inspection,77.72,2024,1,January,Q1,2,Tuesday,3,$0-250,1,2207.79
397,79,Functional,2024-04-16,Surface,Moderate,Visual Inspection,106.59,2024,4,April,Q2,16,Tuesday,2,$0-250,0,3178.56
398,3,Structural,2024-02-20,Surface,Minor,Manual Testing,529.16,2024,2,February,Q1,8,Tuesday,1,$501-750,0,987.1899999999999
399,50,Functional,2024-04-07,Surface,Critical,Manual Testing,94.34,2024,4,April,Q2,14,Sunday,3,$0-250,1,455.6
400,44,Cosmetic,2024-04-12,Component,Moderate,Manual Testing,97.53,2024,4,April,Q2,15,Friday,2,$0-250,0,2031.69
401,34,Functional,2024-04-19,Internal,Critical,Automated Testing,500.88,2024,4,April,Q2,16,Friday,3,$501-750,1,1083.4299999999998
402,41,Functional,2024-02-23,Internal,Minor,Manual Testing,477.42,2024,2,February,Q1,8,Friday,1,$251-500,0,1717.71
403,6,Cosmetic,2024-05-09,Surface,Minor,Manual Testing,810.57,2024,5,May,Q2,19,Thursday,1,$751-1000,0,4248.75
404,47,Structural,2024-05-01,Surface,Minor,Automated Testing,945.16,2024,5,May,Q2,18,Wednesday,1,$751-1000,0,4155.73
405,4,Functional,2024-03-24,Internal,Minor,Visual Inspection,325.31,2024,3,March,Q1,12,Sunday,1,$251-500,0,1984.19
406,39,Functional,2024-04-11,Component,Moderate,Visual Inspection,810.44,2024,4,April,Q2,15,Thursday,2,$751-1000,0,2998.77
407,10,Functional,2024-05-30,Internal,Critical,Visual Inspection,623.76,2024,5,May,Q2,22,Thursday,3,$501-750,1,4697.13
408,45,Structural,2024-06-24,Internal,Minor,Visual Inspection,375.28,2024,6,June,Q2,26,Monday,1,$251-500,0,4030.42
409,46,Functional,2024-03-05,Surface,Minor,Automated Testing,474.48,2024,3,March,Q1,10,Tuesday,1,$251-500,0,1147.37
